file_path,title,summary,Category
ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)GT.1943-5606.0001178.pdf,"""Inﬂuence of Intermediate Principal Stress on the Strength and Dilatancy Behavior of Rockﬁll Material"".","The given text contains various articles and studies related to the mechanical and physical properties, behavior, and modeling of granular materials such as rockfill and soil. The articles cover topics such as constitutive models, triaxial testing, shear strength evaluation, stress conditions, particle size and shape effects, and state-dependent behaviors. The text provides a list of references from different academic papers and journals on geotechnical engineering.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)GT.1943-5606.0001835.pdf,"""In Situ Rockfill Compressibility: Short-Term and Long-Term Evaluation Based on Void Ratio and Parent Rock Strength""","The provided document consists of various portions discussing studies and research related to the compressibility, stress-strain behavior, and time-dependent deformation of rockfill materials used in the construction of dams and embankments. The studies evaluate the influence of several factors such as rock particle strength, void ratio, compaction effort, stress levels, and mineralogy on the mechanical behavior of rockfill during and after construction. Various parameters and equations are presented for calculating post-construction crest settlement and time-dependent compressibility. The document also includes a list of references for further research on the mechanics and behavior of rockfill dams and granular materials.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)GT.1943-5606.0001898.pdf,"""Largescale Triaxial Experiments on the Creep Behavior of a Saturated Rockfill Material""","The document includes descriptions and results of various studies related to the mechanics and behavior of rockfill materials, including their stress dilatancy characteristics and creep behavior. The studies provide useful insights into the long-term deformation of rockfill dams and have applications for designing structures. The document contains diagrams, tables, equations, and experimental procedures used in the studies. Additionally, the document includes a list of references from various journals and conferences related to geotechnical engineering and soil mechanics.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)GT.1943-5606.0002216.pdf,"""Investigation into the Internal Erosion and Local Settlement of Esfarayen Earth-Fill Dam""","The document discusses an investigation into a sudden settlement on the surface of the Esfarayen Earth-fill Dam caused by internal erosion due to an inadequate sealed crushed zone of a fault passing through the reservoir on the contact surface with the clay core. The text includes case studies, discussion on cut-off walls and grout curtains, subsurface exploration, material susceptibility analysis, and stress-strain behavior modeling of the dam body. Additionally, it covers the construction project, hydraulic properties, and possibility of hydraulic fracture occurrence, as well as the incident caused by the collapse of the clay core due to internal erosion. The document also provides a list of academic articles related to geotechnical engineering of dams.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\An empirical method for predicting post-construction Rockfill.pdf,"""An Empirical Method for Predicting Post-Construction Settlement of Concrete Face Rockfill Dams""","The document discusses various studies and methods for predicting post-construction settlement in concrete face rockfill dams (CFRDs), taking into account factors such as the height and composition of the dam and the behavior of the embankment during construction. The text highlights the significance of understanding rockfill deformation mechanisms and offers practical methods for detecting unexpected settlement behaviors during a CFRD's post-construction lifespan. The limitations of existing settlement prediction methods are discussed, and novel approaches are proposed to overcome these limitations. The study also presents data on different case studies and provides reference to relevant articles, reports, and conference proceedings on the topic.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\geot.2007.57.3.289.pdf,"""Theoretical investigation of the time-dependent behaviour of rockfill""","The document discusses the time-dependent behavior of rockfill, including its compressibility and delayed deformations. It proposes a model based on crack propagation in rock particles induced by stress corrosion mechanisms to explain the observations. The text describes experimental observations and a model of crack propagation in loaded disc-shaped particles to explain particle breakage and its relationship with time. Various constitutive models are proposed, but the document develops a conceptual model that relates delayed deformations to particle breakage. The text also includes technical terms and definitions related to various aspects of rock fill and a list of references related to the study of various aspects of soil and rock mechanics.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023\Structural Analysis\(ASCE)GM.1943-5622.0000478.pdf,"""Structural Analysis Framework for Concrete-Faced Rockfill Dams""","The text provided discusses the design and construction of concrete-faced rockfill dams (CFRDs) and the challenges associated with them. It includes details about the Kárahnjúkar CFRD, a case study used to validate a new modeling framework for predicting failure of the concrete facing. The text also mentions the importance of stage-construction analysis in CFRD projects and various mitigation measures to address potential issues. Measurements from instrumentation and settlement calculations are also presented, and a reference list is included. Overall, the text provides valuable information for designing and constructing CFRDs.",Structural Analysis
ICOLD - CFRD New Bulletin 2023\Structural Analysis\(ASCE)GM.1943-5622.0000939.pdf,"Sorry for the late response! The title of the paper is ""Concrete Slab Dynamic Damage Analysis of CFRD Based on Concrete Nonuniformity"".",The document discusses various studies related to the seismic response and damage analysis of concrete-faced rockfill dams. The studies utilize different models and parameters to analyze the behavior of concrete and rock materials under seismic loads. The nonuniformity of concrete is also considered in some of the studies. The document also provides a list of references for further reading on topics related to geotechnical engineering.,Structural Analysis
ICOLD - CFRD New Bulletin 2023\Structural Analysis\1-s2.0-S0267726119300284-main.pdf,"""Seismic Damage Performance of the Steel Fiber Reinforced Face Slab in the Concrete-Faced Rockfill Dam""","The given document includes various articles and studies related to the design and construction of concrete-faced rockfill dams, with a focus on the use of steel fiber-reinforced concrete in the face slabs to improve seismic performance and reduce damage during earthquakes. The document discusses various simulation models and tests conducted to analyze the behavior of these dams under different conditions, including drying shrinkage cracks and axial forces. Multiple references are provided for further research and analysis.",Structural Analysis
ICOLD - CFRD New Bulletin 2023\Structural Analysis\1-s2.0-S0950061820301719-main.pdf,"""Laboratory and in situ investigation of the compressive strength of CFRD concrete""","The document consists of various extracted parts discussing studies and research related to the quality and strength assessment of concrete used in constructing dams, particularly Concrete Face Rockfill Dams (CFRDs). The studies make use of nondestructive tests, such as ultrasonic pulse velocity and Schmitt hammer, to determine the compressive strength and other properties of the concrete. Various factors, including concrete and ambient temperature, concrete air percentage, and concrete slump, are considered in predicting concrete compressive strength. Numerous references are provided concerning non-destructive testing, evaluation, and risks of concrete dams.",Structural Analysis
ICOLD - CFRD New Bulletin 2023\Structural Analysis\Behaviour of the reinforced concrete face slabs of concrete faced rockfill dams during impounding.pdf,"""Behaviour of the reinforced concrete face slabs of concrete faced rockfill dams during impounding""","The document discusses a study on the cracking of the face slab of a concrete faced rockfill dam (CFRD) during impounding. The study looks at various factors affecting the cracking of the face slab and examines the behavior of rockfill material under different stress conditions. The study uses finite element software to analyze the stress and deformation patterns of the face slab in different stages, including impounding. The study finds that increasing the reinforcement ratio is the most effective way to reduce crack width, but it does not significantly change the extent of cracking. The portion also includes a list of various sources related to the design, construction, and analysis of concrete face rockfill dams.",Structural Analysis
ICOLD - CFRD New Bulletin 2023\Structural Analysis\Seismic response analysis of face slabs in concrete face rockfill dams (1).pdf,Seismic response analysis of face slabs in concrete face rockfill dams.,"The given text discusses the seismic response of concrete face slabs in concrete-faced rockfill dams, and investigates the interaction between the concrete slab and cushion layer under different loading conditions and interface roughness conditions. The article recommends using an advanced interface constitutive model and reducing interface roughness to reduce the risk of damage under earthquake ground motions. The text is not a list of references, models, or analyses related to soil-structure interfaces in general, or to plasticity models for dynamic analysis or seismic failure probability of dams.",Structural Analysis
ICOLD - CFRD New Bulletin 2023\Structural Analysis\jgeen.19.00006.pdf,Plastic-damage analysis of concrete cutoff wall for a concrete face rockfill dam.,"The provided text discusses various studies on the behavior, stress, and construction of concrete cutoff walls for dams. These studies have used in situ measurements and numerical models to analyze the behavior of cutoff walls and factors affecting it, including wall materials, hydro-mechanical coupling effect, and loading mechanisms. Additionally, these studies have characterized the physical and mechanical properties of alluvium foundations and conducted laboratory tests on various rockfill and alluvium specimens. The text also includes references to publications related to geotechnical engineering and information on submitting papers to a journal.",Structural Analysis
ICOLD - CFRD New Bulletin 2023\Structural Analysis\jmacr.16.00367.pdf,"The title of this paper is ""Wet swelling effect on crack performance of facing concrete for rockfill dams"".","The document discusses the issue of swelling and cracking in concrete-faced rockfill dams (CFRDs) and the impact of wet swelling on the stress distribution and cracking patterns in such dams. The article describes experiments, theoretical models, and finite element analyses conducted to investigate the swelling deformation of older concrete in different environmental conditions and its impact on the safety and durability of dams. The article also mentions various articles and references related to moisture transport and concrete properties.",Structural Analysis
