file_path,title,summary,Category
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\(ASCE)GT.1943-5606.0001501.pdf,"""Localizing and Quantifying Leakage through CFRDs""","The document discusses the problem of water leakage in concrete face rockfill dams (CFRDs) and presents a method for estimating the leakage rate of CFRDs along with analysis models. It also presents a case study on the Buxi CFRD to illustrate the application of this method. The text provides equations to calculate the leakage rate, discusses the different types of leakage sources and their relationship between water level and leak rate, and presents explanations of water head loss through impervious barriers in CFRDs. The research was supported by various programs and includes references to prior research on similar topics.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\feng.2011.164.1.33.pdf,Investigation of Dam Incidents and Failures,"The text discusses the benefits and risks of building dams and the importance of investigating dam incidents to improve dam safety. It describes various factors that can lead to dam failures and the potential risks associated with them. The author emphasizes the need for effective sharing of information to improve dam design and reduce the risk of failure. The text includes case studies of dam failures and investigations, as well as references to regulations and resources related to dam safety. Overall, the text emphasizes the importance of learning from incidents and disseminating information to improve the design, construction, operation, and monitoring of dams.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\jdare.17.00011.pdf,"""Dam Engineering - The Last 50 Years, The Next 50 Years""","The provided text is a transcript of a lecture given by Dr. Peter Mason on the topic of dam engineering. The lecture covers various topics including Hydrology, advancements in technology, and the impact of climate change. Dr. Mason discusses the past, present, and future of dam engineering, including various innovations, techniques, and challenges involved in building and maintaining dams. He emphasizes the importance of monitoring and risk analysis in ensuring the safety of dams and highlights the need for a holistic approach to river basin management. The author believes that dam engineers have a noble profession that benefits society and the future.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\jgeen.17.00142.pdf,"""A statistical analysis on concrete cut-off wall behaviour""","The document discusses the behavior and performance of concrete cut-off walls used in dam construction. The behavior and deformation of the walls are affected by various factors, including location, material, foundation deformation characteristics, wall depth, and valley shape. The text includes figures and tables related to the behavior of the walls, including settlement, shear force, stress state, and cracking. It also mentions various studies and case histories related to cut-off wall behavior and construction. The document contains a list of references and citations related to geotechnical engineering, but there is no relevant text for a specific question in some parts.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\jgeot.17.p.095.pdf,"""A statistical review of the behaviour of concrete-face rockfill dams based on case histories""","The document is about Concrete Face Rockfill Dams (CFRDs) and covers topics such as deformation, seepage behavior, foundation characteristics, construction methods, and prediction methods. Case histories, statistical data, and references related to CFRDs and geotechnical engineering are also included. Overall, the document provides a comprehensive overview of different aspects of CFRDs in design, construction, and behavior analysis.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\Monitoring System.pdf,"""Development and In Situ Application of Deformation Monitoring System for Concrete-Face Rockfill Dam Using Fiber Optic Gyroscope""","The document discusses the development and use of a Fiber Optic Gyroscope (FOG) monitoring system for Concrete-Face Rockfill Dams (CFRD). The system provides continuous monitoring of deformation for safety during operation and has advantages such as excellent repeatability, long service life, distributed monitoring, and automatic measurement. Traditional methods for monitoring CFRDs are limited and newer technologies like synthetic aperture radar and terrestrial laser scanning have been developed. The monitoring system consists of a permanent monitoring pipeline and a sensing vehicle equipped with FOG that moves along the monitoring pipeline to measure deformation. The article includes an in situ test on the Shuibuya Dam, as well as discussions on the setup, operation, and results of the system. The system has advantages such as little interference with the dam's construction, distributed measurement of the whole section of the face slab, and automatic operation requiring less manpower. The document also provides a list of references to previous studies on the subject.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\sdar.64119.381.pdf,"Sorry, but the title of the paper is not indicated in the provided information.","The document discusses the design and construction of the Palo Redondo Concrete Faced Rockfill Dam in Peru, which will provide irrigation and increase the supply capacity of the current irrigation system. The dam is founded on both volcanic and sedimentary rocks and uses alluvial gravel material as the rockfill. Various construction techniques and instrumentation were used to inform the final design, improve safety and productivity, and monitor dam behavior. The document also briefly mentions other construction projects and a hydroelectric power project in Equatorial Guinea.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\(ASCE)0733-9410(1995)121_2(185).pdf,Dynamic Response of Concrete-Faced Rockfill Dams to Strong Seismic Excitation.,"The document contains various articles and studies related to geotechnical engineering. One of the studies focuses on the dynamic response of concrete-faced rockfill dams to strong seismic excitation, with emphasis on the internal forces that develop in the slab. The document also includes discussions on the design, construction, and seismic performance of concrete-face rockfill dams, as well as studies on the behavior of the concrete-face slab during strong seismic shaking. Several diagrams and illustrations are included to illustrate the details of the design and construction of concrete-face rockfill dams, and references to related articles and studies are provided.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\(ASCE)1090-0241(2004)130_1(103).pdf,"The title of the paper is ""Nonlinear Seismic Response of Earth Dams with Canyon Interaction"".","The document discusses a new model for analyzing the nonlinear earthquake response of earth dams with considerations for dam-canyon interaction and inelastic deformation. The model simulates the dam as a shear beam of inelastic material bonded to a surrounding elastic rock medium. The study examines the effects of dam-canyon interaction and shear wave velocity in the rock base. Results show that nonlinear effects are more pronounced at interior points of the dam, and spectral amplitude decreases with lower shear wave velocity. The document includes a citation list for various articles and books related to geotechnical engineering and soil mechanics.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\1-s2.0-S0141029619335564-main.pdf,"""Fragility Analysis of High CFRDs Subjected to Mainshock-Aftershock Sequences Based on Plastic Failure""","The given document discusses various studies and papers related to the fragility and safety analysis of concrete faced rockfill dams (CFRDs) under mainshock-aftershock sequences. Different analytical methods and parameters are proposed to evaluate the seismic performance of high CFRDs, and the impact of aftershocks on their structural integrity is investigated. The studies mainly focus on the response characteristics of these structures using finite element analysis and fragility analysis. Additionally, the document references various studies related to engineering and seismic activities, such as the effects of aftershocks on post-mainshock buildings and the dynamic responses of concrete-faced rockfill dams.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\1-s2.0-S0267726115000755-main.pdf,Geotechnical aspects and seismic damage of the 156-m-high Zipingpu concrete-faced rockfill dam following the Ms 8.0 Wenchuan earthquake.,"The given document discusses the Zipingpu Concrete Faced Rockfill Dam in China and the effects of the May 12, 2008 earthquake on its structure. The dam design, construction, and geological conditions are described, along with the damage and deformation caused by the earthquake. The document includes measurements and data collected before and after the earthquake and highlights the success of the dam's design and safety features in preventing catastrophic failure. The document also lists several references related to the effects of earthquakes on dams and embankments.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\1-s2.0-S026772611730057X-main.pdf,"""Seismic response of concrete-rockfill combination dam using large-scale shaking table tests""","The document discusses various studies and experimental tests related to the seismic response and stability of dams, including a new type of dam called the concrete-rockfill combination dam (CRCD). Large-scale shaking table tests were conducted to study the seismic response of the CRCD, which had good performance with small residual deformation under earthquake conditions. However, a shallow sliding mode of failure was measured at a height of 0.8 H on the downstream slope, suggesting that aseismatic reinforcement measures might be necessary. The document also discusses other topics related to dams, such as joint materials, hydrodynamic pressures, and composite reinforcement.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\1-s2.0-S0267726118306213-main.pdf,"""Seismic performance investigation of high CFRDs subjected to mainshock-aftershock sequences""","The article discusses the seismic performance of concrete face rockfill dams (CFRDs) under mainshock-aftershock seismic sequences. The study uses three damage measures (DMs) to analyze the dynamic responses of CFRDs and concludes that additional damage may occur during aftershocks. The study also finds that a single aftershock generally causes less damage to the dam than a mainshock or a mainshock-aftershock sequence. The article emphasizes the need to consider the impacts of seismic sequences in the seismic design codes of CFRDs in the future. Additionally, the document includes references to various studies related to assessing the seismic performance of CFRDs.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\1-s2.0-S0267726118308844-main.pdf,"""Examining the seismic stress evolution in the face slab of concrete-faced rock-fill dams using dynamic centrifuge tests""","The document discusses the seismic behavior and safety of concrete-faced rockfill dams (CFRDs) through various studies, tests, and numerical simulations. The focus is on stress evolution and failure modes in the face slab and rock-fill slopes under strong earthquake conditions. The document includes technical data, experimental results, and a reference list of previous studies on CFRDs. The studies suggest that strong earthquakes can cause compressive and tensile stress increments on the faces of the dams, leading to potential crushing or cracking damage. The use of dynamic centrifuge testing is highlighted as an efficient tool for investigating the seismic behavior of CRTDs.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\Yao2019_Article_SeismicResponseOfHighConcreteF.pdf,"""Seismic response of high concrete face rockfill dams subjected to non-uniform input motion""","The document discusses the seismic response of high concrete-face rockfill dams (CFRDs) to non-uniform ground motion input during earthquakes. It covers various methods for analyzing the dam's response and proposes a new method for obtaining non-uniform motion input. It also discusses simulations of the dam's response under uniform and non-uniform input motion and the discrepancies found in studies on the seismic response of dams. The influence of the incident angle and different waveforms on the dam's response are also examined. The text provides a list of references related to seismic response analysis, geological structures in response to earthquakes, and earthquake-induced deformation in earth-rock dams.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Geomemrane Face Concrete Dams (GFRD)\ICOLD - CFRD New Bulletin 2023\Geomemrane Face Concrete Dams (GFRD)\TheAdventOfGeo.pdf,"""Advantages of Geomembrane Faced Earth and Rock Dams (GFRD)""","The document discusses the advantages and disadvantages of using upstream facings for waterproofing in earth and rock dams, and the different types of materials that can be used. It also explains the potential deformations and stresses that can occur in high embankment dams, as well as the different methods for connecting facings to concrete structures. The use of geomembranes and composites for facing materials in dams is also discussed, along with the different types of protections that can be used for exposed facings. The document references various examples of dams that have utilized these techniques, and includes a list of references for further reading.",Geomemrane Face Concrete Dams (GFRD)
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\(ASCE)0733-9410(1990)116_5(822).pdf,"""Nonlinear Analysis of Concrete Face Rockfill Dam""","The document discusses the design and construction of rockfill dams with concrete face membranes, specifically focusing on the stability of the dam and the potential for cracking and leakage. The author describes the use of finite element analysis to properly simulate the behavior of different components of the dam, as well as the limitations and shortcomings of previous approaches. Different elements and parameters involved in the analysis are discussed, including hyperbolic stress-strain parameters for rockfill material, joint elements, and Poisson's ratio. The analysis of the Cethana Dam is used as a case study, with figures showing the contours of stresses and displacements. The analysis also includes the behavior of the dam when it is filled with water, and the resulting movements of the concrete slab and face membrane. The limitations of two-dimensional analysis and the need for further research are discussed, and the article includes a list of references related to the topic.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\(ASCE)1090-0241(2003)129_3(206).pdf,"""Testing and Modeling Two Rockfill Materials""","The document discusses testing and modeling of rockfill materials for use in dam construction. Various testing procedures and models are described, including the Disturbed State Concept, and results are presented for tests conducted on materials from two dam sites in India. The importance of field verification and relevant literature on the topic are also discussed. The document includes references to other publications in the field of geotechnical and geoenvironmental engineering.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\(ASCE)GT.1943-5606.0000058.pdf,"""Predicting the Behavior of an Earth and Rockfill Dam under Construction""","The document covers various topics related to the analysis and modeling of dam behavior and soil mechanics. It includes discussions on different models used to simulate soil deformations, stress-strain behavior, and pore pressure development during dam construction and long-term behavior. The document also details the design and construction of the Lechago Earth Dam, including preloading and soil treatment. It includes tables and figures detailing physical and hydraulic properties of dam materials and foundation soils, as well as information on the modeling of these materials using various techniques. The document also includes a list of articles and papers related to geotechnical and geological engineering.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\06743276.pdf,"""Simulation Analysis for Reinforced Concrete Face Rockfill Dam of Tuanjie Reservoir""","The document describes a simulation analysis carried out for a reinforced concrete face rockfill dam of Tuanjie reservoir in Fujian province. The analysis used the finite element method to deduce the distribution law of the dam's stress and displacement in construction and operating processes. The text includes contour maps and numerical values related to the first and third principal stress, horizontal and vertical displacement of a dam under different cases. The stress and displacement values for the dam satisfy strength and rigidity requirements, and the design scheme is deemed economic and reasonable, and the structure safe and reliable.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\1-s2.0-S0038080616300130-main.pdf,"""Numerical simulation of soft longitudinal joints in concrete-faced rockfill dam""","The given document is a technical paper discussing the use of soft joints to reduce extrusion damage to concrete faces in high concrete-faced rockfill dams (CFRDs). The paper proposes a new generalized node-to-segment formulation for solving multi-body contact problems in CFRDs and includes a numerical analysis of the Tianshengqiao-1 CFRD project in China. The article discusses various methods for simulating contact and deformation in non-conforming meshes and introduces the use of Lagrange multipliers to represent contact tractions. The paper includes a creep model for rockfill materials and a bilinear extrusion model for describing the effect of absorbing extrusion deformation. The study finds that soft joints in the compressive zone can effectively reduce axial stress of the face slabs, and that further research is needed to fully understand the cause of extrusion damage. The paper also lists various research articles related to computational methods and analysis of concrete-faced rockfill dams.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\1-s2.0-S0266352X14002183-main.pdf,"""Back-analysis of soil parameters of the Malutang II concrete face rockfill dam using parallel mutation particle swarm optimization""","The document discusses the challenges of accurately determining the mechanical properties of earth-rockfill dams and the use of displacement back-analysis to verify and modify soil parameters. It focuses on the back-analysis of the Malutang II concrete face rockfill dam using parallel mutation particle swarm optimization to control deformation in earth-rockfill dam design. The document describes the triaxial compression tests on rockfill materials to determine soil parameters, the calculation of displacement in a dam using FEM and the Duncan and Chang's E-B model, and the use of Particle Swarm Optimization (PSO) and a Nonlinear Mutation technique to optimize parameter values in Geotechnical Engineering. The document provides the steps for a parallel MPSO displacement back-analysis procedure and discusses the use of MPSO (multi-objective particle swarm optimization) method to back-analyze the rockfill parameters of Malutang II. The text also contains a list of references for research studies related to various topics including soil liquefaction, strength and deformation properties of rock fill, scale effect on stress and deformation of rock fill, and optimization algorithms.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\1-s2.0-S0266352X16303263-main.pdf,"""Monitoring and numerical analysis of behaviour of Miaojiaba concrete-face rockfill dam built on river gravel foundation in China""","The document explores the behavior of Concrete Face Rockfill Dams (CFRDs) built on river gravel foundations, using a case study on the Miaojiaba CFRD in China. It includes studies on construction, deformation monitoring, numerical analysis, and material properties. The paper aims to fill a knowledge gap and provide a comprehensive understanding of CFRDs on river gravel foundations. The study provides useful insights into CFRD behavior and offers important references for design and assessment.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\1-s2.0-S1674237019300808-main.pdf,"""Long-term deformation analysis of Shuibuya concrete face rockfill dam based on response surface method and improved genetic algorithm""","The document discusses various methods and algorithms used for back analysis of rockfill dams, specifically focusing on the response surface method. The study involves evaluating the mechanical parameters of the rockfill material and considers time-dependent effects on deformation. The text describes the methodology for using the response surface function to predict deformation in a dam structure and the use of the improved genetic algorithm to obtain optimal parameters for the minimum value of the objective function. The study demonstrates the accuracy and efficiency of the RSM for rockfill parameter back analysis. The paper includes a list of references for further study on parameter inversion, stress simulation analysis, and deformation control theory.
",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\9742961.pdf,"""Parameter Sensitivity and Inversion Analysis for a Concrete Face Rockfill Dam Based on CS-BPNN""","The document discusses several studies and methods related to the deformation behavior and mechanical analysis of rockfill material in concrete face rockfill dams. The studies include the use of various models, such as the E-ν model and Burgers model, and parametric inversion analysis through the modified Morris method and CS-BPNN algorithm. The text also includes figures and tables showing settlement and stress distributions, as well as a list of references for relevant articles. Additionally, there is a list of journals published in 2018 by Hindawi covering various engineering fields.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\9780784482100.012.pdf,"""Numerical Simulation of Dynamic Centrifuge Tests on Concrete Faced Rockfill Dam""","The document discusses a study on the seismic behavior of concrete faced rockfill dams (CFRDs) using numerical simulation and dynamic centrifuge tests. The study investigates the influence of un/reloading rules and interface types between the concrete slab and rockfill on the dynamic behavior of the dam. The document details the properties of the rockfill and the configuration of the numerical model used in the test. The text discusses various soil models for use in nonlinear site response analyses and investigates the impact of the interface type between the rockfill and concrete face. The authors acknowledge the financial support and data provided by organizations in Turkey and South Korea. Finally, the document lists various sources related to geotechnical and geoenvironmental engineering research and publications.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\Fu2019_Article_AGeneralizedPlasticityModelFor.pdf,"""Generalized Plasticity Model for Stress-Strain and Creep Behavior of Rockfill Materials""","The document discusses a constitutive model for rockfill materials used in construction, and its verification through various experiments such as triaxial compression, true triaxial, and creep experiments. The results show the model to be effective in predicting stress-strain responses and dilation behavior under varying confining pressures. The document also discusses the effect of stress state variable b on the peak friction angle, and its relation to peak deviatoric stress. The text also includes studies of the deformation and stress behavior of concrete-faced rockfill dams, and the effects of creep on deformation and stress behavior. Additionally, the document presents a list of references on studies related to the modeling and behavior of soil, sand, rockfill material, and granular materials.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\geng.11.00027.pdf,"""Three-dimensional analysis of a concrete-face rockfill dam""","The provided text is excerpts from a long document discussing the construction, behavior, and analysis of concrete-face rockfill dams (CFRDs). Topics covered include the advantages and construction of CFRDs, the behavior of the face slab, the need to consider 3D effects in the study of first reservoir filling, the design of the perimeter joint of the face slab, stresses on the face slab, and axial forces in the face slab. The text also includes information about the modeling and instrumentation of CFRDs and references to related papers.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\geng.2006.159.1.49.pdf,"Sorry, based on the given information, the title of the paper is not specified.","The provided text consists of several sections discussing the behavior and analysis of high rockfill dams during impounding, including a case study of the Masjed-E-Soleyman rockfill dam in Iran. The document includes findings on saturation collapse, reduced arching, induced settlements, and numerical modeling using the Hardening Soil constitutive model. The text also features data, figures, and tables related to material properties, stresses, settlements, and deformation. Additionally, the document provides a list of references and guidelines for submitting articles to a geotechnical engineering journal.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\geot2013.57753.0011.pdf,"""Modelling the response of Lechago earth and rockfill dam""","The document is about the Lechago Dam, which is an earth and rockfill structure. The dam was built on soft foundation soil and incorporated a narrow central clay core with wide rockfill shoulders. The document discusses the construction of the dam, and the testing and analysis of its behavior using laboratory tests and finite element modeling. The text describes the geology and soil characteristics of the dam site, as well as the transport, placement, and compaction of quartzitic Cambrian shales used in the dam's construction. The document includes technical information on test results and the model used for analysis, as well as discussions on the simulation and prediction of the dam's behavior during impounding. Additionally, the document includes references to academic papers and theses related to porous materials mechanics and dam construction.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\jgeen.14.00103.pdf,Behavior of concrete-face rockfill dam on sand and gravel foundation.,"The document discusses the behavior of a specific concrete-face rockfill dam built on a sand and gravel foundation, including its construction process, seepage control system, and the effect of different construction schemes on its behavior. The paper also examines the behavior of different components of the dam, such as the cut-off wall and face slab, and presents measured and simulated results of stresses, deformations, and settlements. The authors discuss potential issues with dam construction and suggest improvements, such as using a suspended cut-off wall or choosing an appropriate construction scheme. Finally, the document contains a list of related research articles and invites submissions for the journal.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\jgeen.19.00006.pdf,"""Plastic-damage analysis of concrete cutoff wall for a concrete face rockfill dam""","The document discusses various studies and research papers related to the behavior, construction, and analysis of different types of dams, including concrete face rockfill dams, seepage barriers, and slurry cutoff walls. It covers topics such as stress-deformation of diaphragm walls, the effectiveness of cutoff walls under hydraulic structures, and deformation and cracking of seepage barriers in dams. The document also includes references to papers and a call for contributions to a civil engineering journal.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\jgeot.17.p.299.pdf,Grain size and time effect on the deformation of rockfill dams: a case study on the Shuibuya CFRD.,"The document discusses various aspects of rockfill dams, including challenges in predicting settlement, limitations of current models, and methods for incorporating scaling effects. It also discusses models for characterizing the behavior of rockfill and the use of laboratory tests to determine material properties. The document presents case studies of rockfill dams and includes discussions on factors such as loading cycles, particle breakage, creep, and grain size scaling. Finally, the document includes a list of references for further reading.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\Pang2019_Article_SeismicPerformanceAssessmentOf.pdf,"I'm sorry, but based on the information you provided, I cannot accurately guess the title of the paper. Can you provide more details or information about the paper?","The document discusses the use of fragility analysis for seismic performance assessment of high concrete face rockfill dams (CFRDs) and includes various approaches and studies related to fragility analysis for concrete dams. The use of different seismic performance assessment indices and different ground motion records for the analysis is discussed. The document also covers models used for analyzing the behavior of earth dams and the use of geotechnical engineering software for performance analysis. Overall, the document provides information on fragility analysis and its application in assessing the seismic safety of high CFRDs, including examples of failure grades, safety assessment, and grading standards used in other studies.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\Seismic response analysis of face slabs in concrete face rockfill dams (1).pdf,Seismic response analysis of face slabs in concrete face rockfill dams,"The document discusses the behavior of concrete face slabs in concrete-faced rockfill dams (CFRDs) under seismic events, using an advanced model to simulate interface behavior. It compares the effectiveness of contact analysis and a thin-layer interface element in simulating seismic responses. The text also includes a list of references to research papers and articles on the topic of concrete-faced rockfill dams, their behavior and analysis, seismic excitation, and soil-structure interaction.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\Seismic response analysis of face slabs in concrete face rockfill dams.pdf,Seismic response analysis of face slabs in concrete face rockfill dams.,"The document discusses studies on the behavior of concrete-faced rockfill dams (CFRDs) under seismic events and soil-structure interactions, including the interface between the concrete face slab and the cushion layer. The study examines different numerical methods and experimental observations to simulate the granular soil-structure interface and discusses the effects of various factors on the concrete slab response. The article also provides a list of academic journal articles related to geotechnical engineering and soil-structure interactions.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\Zheng2019_Article_NumericalSimulationOfMechanica.pdf,"""Numerical simulation of mechanical characteristics of concrete face rockfill dam under complicated geological conditions""","The document discusses a study on the stress and deformation characteristics of concrete face rockfill dams under complex geological conditions using the finite element analysis method. Deformation control is important for the safety of the dam, and there is still a lot to be researched on this topic. Theoretical analysis methods and numerical simulations are used to analyze the mechanical properties of concrete and rockfill. The simulation of concrete face rockfill dams using finite element software is also discussed. The document concludes with the importance of researching concrete face rockfill dams under complex geological conditions and the need for further research using computer technology.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Rockfill Behavior\ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)0733-9410(1984)110_7(821).pdf,"""Post-construction deformation of rockfill dams""","The document discusses various studies and methods for predicting the post-construction deformations of rockfill dams, focusing on crest settlements and deflections. The effectiveness and limitations of empirical equations in predicting dam movements are explored, and an alternative approach based on comparing with similar dams is proposed. The document provides information on the construction method, loading during the post-construction period, and fill and foundation materials for several dams. Tables, equations, and charts are also provided to aid in predicting dam behavior. The text also includes references and citations from various publications related to dams and geotechnical engineering.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023/Rockfill Behavior\ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)0733-9410(1987)113_1(46).pdf,"""Postconstruction Deformations of Rockfill Dams""","The document discusses post-construction deformation and settlement of rockfill dams with a central or slightly inclined core. Settlement follows three stages: initial small settlement, a substantial increase, and then a continuous decrease. The article provides insights into the behavior and monitoring of rockfill dams, including various methods to evaluate deformation and settlement. The text discusses settlements and deformations in rockfill and core materials and describes the effects of impounding on rockfill-dam deformation. It also includes graphs, data points, and references related to rockfill and earth dams.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023/Rockfill Behavior\ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)1090-0241(2003)129_10(909).pdf,"""Rockfill Modulus and Settlement of Concrete Face Rockfill Dams""","The given text is a portion of a long document that discusses the properties of rockfill dams, especially dumped rockfill and concrete face rockfill dams. It includes measurements of crest settlement and time-dependent settlement rates, offers methods for estimating rockfill modulus, crest settlements, and face slab deformations. The data is based on a broad database of well-instrumented dams with detailed information on material properties and placement methods. The text also acknowledges sources of support for research on the pre- and post-failure deformation behavior of soil slopes and lists references for additional reading on the topic.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023/Rockfill Behavior\ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)1090-0241(2003)129_4(307).pdf,"""Time for Development of Internal Erosion and Piping in Embankment Dams""","The document discusses the estimation of the time for progression of internal erosion and piping in embankment dams and their foundations, as well as the potential for loss of life in the event of dam failure. The process of internal erosion and piping is broken up into several phases, and tables and case studies are provided to assess the time it takes for breach formation and erosion progression. The effectiveness of monitoring programs and intervention measures is also discussed, along with various publications and sources related to assessing the probability of failure of embankment dams.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023/Rockfill Behavior\ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)1090-0241(2003)129_9(785).pdf,"The title of the paper is ""Some Uncertainties in Embankment Dam Engineering"".","The provided text consists of various segments discussing issues related to the design and construction of embankment dams, including uncertainties, risk assessment, issues with material placement and segregation, the impact of weather conditions and frost, incidents of seepage, erosion, and sinkholes, and the importance of appropriate filter design and placement. The text also includes a list of references related to geotechnical and civil engineering topics.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023/Rockfill Behavior\ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)GM.1943-5622.0000977.pdf,"""Research on the Particle Breakage of Rockfill Materials during Triaxial Tests""","The document discusses various studies on particle breakage in rockfill materials during triaxial testing, and its effects on the structure, strength, and permeability of the rockfill. Factors influencing particle breakage, such as specimen preparation, consolidation, and constricting pressure are discussed. The relationship between particle breakage and plastic work is simulated with a hyperbolic formulation. The document presents data and analysis of tests conducted under different confining pressures and shear strains, and the impact of particle breakage on volumetric strain. Overall, the studies can aid in the design and construction of rockfill materials for hydraulic engineering projects.",Rockfill Behavior
